41100024,FF Howler Core,5,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_E_002_4_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_E_002_4_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_E_002_4_UI.png
41100031,Crude Ring,2,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_O_003_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_O_003_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_O_003_1_UI.png
41100032,Basic Ring,3,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_O_003_2_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_O_003_2_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_O_003_2_UI.png
41100033,Improved Ring,4,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_O_003_3_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_O_003_3_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_O_003_3_UI.png
41100034,Tailored Ring,5,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_O_003_4_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_O_003_4_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_O_003_4_UI.png
41200031,Mask of Constraint,2,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_001_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_001_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_001_UI.png
41200032,Mask of Erosion,3,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_002_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_002_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_002_UI.png
41200033,Mask of Distortion,4,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_003_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_003_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_003_UI.png
41200034,Mask of Insanity,5,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_004_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_004_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_004_UI.png
41400094,Monument Bell,4,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_L_003_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_L_003_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_L_003_1_UI.png
41400104,Wave-Cutting Tooth,4,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_L_005_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_L_005_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_L_005_UI.png
41400114,Unending Destruction,4,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_L_014_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_L_014_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_L_014_UI.png
41400124,Dreamless Feather,4,/Game/Aki/UI/UIResources/Common/Image/IconMout/T_IconMout_L_013_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout160/T_IconMout160_L_013_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconMout80/T_IconMout80_L_013_UI.png
42100020,Vitality Drink,2,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_Com_002_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_Com_002_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_Com_002_1_UI.png
42100030,Single Revival Agent,2,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_Com_003_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_Com_003_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_Com_003_1_UI.png
42300010,Lotus Seeds,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_Sep_021_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_Sep_021_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_Sep_021_UI.png
42300020,Climbing Fig,1,/Game/Aki/UI/UIResources/Common/Image/IconRup/T_IconRup_SM_Gat_23A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup160/T_IconRup160_SM_Gat_23A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup80/T_IconRup80_SM_Gat_23A_UI.png
42300030,Iris,1,/Game/Aki/UI/UIResources/Common/Image/IconRup/T_IconRup_SM_Gat_33A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup160/T_IconRup160_SM_Gat_33A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup80/T_IconRup80_SM_Gat_33A_UI.png
42300040,Terraspawn Fungus,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_HuiYanGu_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_HuiYanGu_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_HuiYanGu_UI.png
42300050,Lanternberry,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_denglongguo_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_denglongguo_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_denglongguo_UI.png
42300060,Pecok Flower,1,/Game/Aki/UI/UIResources/Common/Image/IconRup/T_IconRup_SM_Gat_18A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup160/T_IconRup160_SM_Gat_18A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup80/T_IconRup80_SM_Gat_18A_UI.png
42300070,Belle Poppy,1,/Game/Aki/UI/UIResources/Common/Image/IconRup/T_IconRup_SM_Gat_29A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup160/T_IconRup160_SM_Gat_29A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup80/T_IconRup80_SM_Gat_29A_UI.png
42300080,Coriolus,1,/Game/Aki/UI/UIResources/Common/Image/IconRup/T_IconRup_SM_Gat_30A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup160/T_IconRup160_SM_Gat_30A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup80/T_IconRup80_SM_Gat_30A_UI.png
42300090,Wintry Bell,1,/Game/Aki/UI/UIResources/Common/Image/IconRup/T_IconRup_SM_Gat_31A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup160/T_IconRup160_SM_Gat_31A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup80/T_IconRup80_SM_Gat_31A_UI.png
42300100,Violet Coral,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_Sep_061_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_Sep_061_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_Sep_061_UI.png
42300110,Bittberry,1,/Game/Aki/UI/UIResources/Common/Image/IconRup/T_IconRup_SM_Gat_32A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup160/T_IconRup160_SM_Gat_32A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconRup80/T_IconRup80_SM_Gat_32A_UI.png
42300120,Pavo Plum,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_028_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_028_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_028_UI.png
42310010,Pearl Leaf,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_06A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_06A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_06A_UI.png
42310020,Dewvetch,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_08A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_08A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_08A_UI.png
42310030,Noctemint,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_09A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_09A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_09A_UI.png
42310040,Honeysuckle,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_10A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_10A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_10A_UI.png
42310050,Perilla,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_01B_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_01B_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_01B_UI.png
42310060,Angelica,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_07A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_07A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_07A_UI.png
42310070,Lemongrass,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_25A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_25A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_25A_UI.png
42310080,Erodorchid,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_fuguyoulan_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_fuguyoulan_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_fuguyoulan_UI.png
42310090,Waterlamp,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_01A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_01A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_01A_UI.png
42310100,Bunnywort,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_yuezao_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_yuezao_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_yuezao_UI.png
42310110,Caltrop,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_Com_004_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_Com_004_1_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_Com_004_1_UI.png
42310120,Chromeshell,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_26A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_26A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_26A_UI.png
42310130,Dripsnail,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_27A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_27A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_27A_UI.png
42310140,Viola,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_24A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_24A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_24A_UI.png
42310150,Cliffrecluse,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_12A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_12A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_12A_UI.png
42310160,Umbragricus,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_13A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_13A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_13A_UI.png
42310170,Gemberry,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_14A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_14A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_14A_UI.png
42310180,Edodes,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_15A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_15A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_15A_UI.png
42310190,Gloom Slough,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_28A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_28A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_28A_UI.png
42400010,Fowl Meat,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_29A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_29A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_29A_UI.png
42400020,Feather,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_30A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_30A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_30A_UI.png
42400030,Raw Meat,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_Sep_071_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_Sep_071_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_Sep_071_UI.png
42400070,Phoenix Butterfly,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_025_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_025_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_025_UI.png
42400080,Red Feather Butterfly,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_027_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_027_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_027_UI.png
42400090,Blue Feather Butterfly,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_026_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_026_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_026_UI.png
42400100,Chrysopa,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_yechiling_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_yechiling_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_yechiling_UI.png
42400110,Golden-ringed Dragonfly,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_jinhuanting_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_jinhuanting_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_jinhuanting_UI.png
42400120,Fish,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_yurou_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_yurou_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_yurou_UI.png
42400130,Silver-Banded Lizard,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_020_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_020_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_020_UI.png
42400140,Azure Lizard,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_021_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_021_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_021_UI.png
42400150,Green Pit Lizard,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_022_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_022_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_022_UI.png
42400160,Black-Striped Frog,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_023_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_023_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_023_UI.png
42400170,Goldenback Frog,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_024_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_024_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_024_UI.png
42500010,Scarletthorn,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_22A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_22A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_22A_UI.png
42500020,Lampylumen,1,/Game/Aki/UI/UIResources/Common/Image/IconC/T_IconC_SM_Gat_21A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC160/T_IconC160_SM_Gat_21A_UI.png,/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_SM_Gat_21A_UI.png
